,Unnamed: 0,Drug,SMILES,feature
3663,3584,NCGC00346609-01,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,[0. 1. 0. ... 0. 0. 0.]
3664,3585,ZINC103939005,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,[0. 0. 0. ... 0. 0. 0.]
3665,3586,NCGC00346969-01,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])C#N)[O-],[0. 0. 0. ... 0. 0. 0.]
3666,3587,CHEMBL3184424,CCOC(=O)N1CCN(CC1)[N+](=NOC2=CC(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])ON=[N+](N3CCN(CC3)C(=O)OCC)[O-])[O-],[0. 0. 0. ... 0. 0. 0.]
3667,3588,BI-671800,CN(C)C1=C(C(=NC(=N1)CC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(F)(F)F)N(C)C)CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
3668,3589,tm30089,CN(C1CCC2=C(C1)C3=CC=CC=C3N2CC(=O)O)S(=O)(=O)C4=CC=C(C=C4)F,[0. 0. 0. ... 0. 0. 0.]
3669,3590,CHEMBL2142770,C1=CC=C2C=C(C=CC2=C1)C3=NN=C(O3)SCC#CCOC(=O)C4=CC5=CC=CC=C5S4,[0. 0. 0. ... 0. 0. 0.]
3670,3591,CHEMBL2132150,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C3=NN=C4N3CCCCC4,[0. 0. 1. ... 0. 0. 0.]
3671,3592,CHEMBL574181,CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC=C(C=C4)I)Cl)O)O,[0. 0. 0. ... 0. 0. 0.]
3672,3593,Pralnacasan,CCOC1C(CC(=O)O1)NC(=O)C2CCCN3N2C(=O)C(CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54,[0. 0. 0. ... 0. 0. 0.]
3673,3594,147859-80-1,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC,[0. 1. 0. ... 0. 0. 0.]
3674,3595,CAA0225,C1=CC=C(C=C1)CC(C(=O)NCC2=CC=CC=C2)NC(=O)C3C(O3)C(=O)NCCC4=CC=C(C=C4)O,[0. 1. 0. ... 0. 0. 0.]
3675,3596,C24H28N2O5.H2O,CC(C)CC(C(=O)C=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2.O,[0. 1. 0. ... 0. 0. 0.]
3676,3597,VBY-825,CCC(C(=O)C(=O)NC1CC1)NC(=O)C(CS(=O)(=O)CC2CC2)NC(C3=CC=C(C=C3)F)C(F)(F)F,[0. 1. 0. ... 0. 0. 0.]
3677,3598,Episilvestrol,COC1C(OC(CO1)C(CO)O)OC2=CC(=C3C(=C2)OC4(C3(C(C(C4C5=CC=CC=C5)C(=O)OC)O)O)C6=CC=C(C=C6)OC)OC,[0. 1. 0. ... 0. 0. 0.]
3678,3599,WEHI-539,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1,[0. 0. 0. ... 0. 0. 0.]
3679,3600,S63845,CC1=C(C=CC(=C1Cl)OCCN2CCN(CC2)C)C3=C(SC4=NC=NC(=C34)OC(CC5=CC=CC=C5OCC6=CC=NN6CC(F)(F)F)C(=O)O)C7=CC=C(O7)F,[0. 1. 0. ... 0. 0. 0.]
3680,3601,VU0661013,CC1CN(C(=O)C2=C(C3=C(N12)C(=C(C=C3)Cl)C4=C(N(N=C4C)C)C)CCCOC5=CC(=C(C(=C5)C)Cl)C)C6=CN(C7=C6C=C(C=C7)C(=O)O)C,[0. 0. 0. ... 0. 0. 0.]
3681,3602,AMG-232,CC(C)C(CS(=O)(=O)C(C)C)N1C(C(CC(C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,[0. 1. 0. ... 0. 0. 0.]
3682,3603,Milademetan,CC1(CCC2(CC1)C3(C(C(N2)C(=O)NC4CCC(OC4)C(=O)N)C5=C(C(=NC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O)C,[0. 0. 0. ... 0. 0. 0.]
3683,3604,SAR405838,CC(C)(C)CC1C2(C(C(N1)C(=O)NC3CCC(CC3)O)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,[0. 0. 0. ... 0. 0. 0.]
3684,3605,NVP-CGM097,CC(C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCC(CC5)N6CCN(C(=O)C6)C)OC,[0. 1. 0. ... 0. 0. 0.]
3685,3606,"4-[[(2R,3S,4R,5S)-3-(3-chloro-2-fluoro-phenyl)-4-(4-chloro-2-fluoro-phenyl)-4-cyano-5-(2,2-dimethylpropyl)pyrrolidine-2-carbonyl]amino]-3-methoxy-benzoic acid",CC(C)(C)CC1C(C(C(N1)C(=O)NC2=C(C=C(C=C2)C(=O)O)OC)C3=C(C(=CC=C3)Cl)F)(C#N)C4=C(C=C(C=C4)Cl)F,[0. 0. 0. ... 0. 0. 0.]
3686,3607,RO8994,CC(C)(C)CC1C2(C(C(N1)C(=O)NC3=C(C=C(C=C3)C(=O)N)OC)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,[0. 0. 0. ... 0. 0. 0.]
3687,3608,CUDC-427,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3=C(N=C(S3)C4=NC=CO4)C5=CC=CC=C5)NC,[0. 1. 1. ... 0. 0. 0.]
3688,3609,LCL161,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC,[0. 1. 1. ... 0. 0. 0.]
3689,3610,AT-IAP,CC1CN(C(CN1)CN2CCOCC2C)CC(=O)N3CC(C4=C3C=C(C=N4)CC5=CC=C(C=C5)F)(C)C,[0. 0. 0. ... 0. 0. 0.]
3690,3611,Imeglimin,CC1N=C(NC(=N1)N(C)C)N,[0. 0. 0. ... 0. 0. 0.]
3691,3612,M2698,C1CN(C1)CC(C2=CC(=C(C=C2)Cl)C(F)(F)F)NC3=NC=NC4=C3C=CC=C4C(=O)N,[0. 1. 0. ... 0. 0. 0.]
3692,3613,Uprosertib,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl,[0. 1. 0. ... 0. 0. 0.]
3693,3614,h-89,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br,[0. 0. 0. ... 0. 0. 0.]
3694,3615,BAY1125976,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C(=N3)C=CC(=N4)C(=O)N)C5=CC=CC=C5)N,[0. 0. 0. ... 0. 0. 0.]
3695,3616,miransertib,C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N,[0. 0. 0. ... 0. 0. 0.]
3696,3617,Afuresertib,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=CC=C3)F)CN)Cl,[0. 1. 0. ... 0. 0. 0.]
3697,3618,AT13148,C1=CC(=CC=C1C2=CNN=C2)C(CN)(C3=CC=C(C=C3)Cl)O,[0. 0. 0. ... 0. 0. 0.]
3698,3619,SCHEMBL2547935,CC1=CC(=C(C2=C1NC(=O)C3=C2C=CS3)C4=CC=C(C=C4)C(C)CN)O,[0. 1. 0. ... 0. 0. 0.]
3699,3620,LXS196,CC1(CCN(CC1)C2=C(N=CC=C2)NC(=O)C3=NC(=CN=C3N)C4=C(C=CC=N4)C(F)(F)F)N,[0. 0. 0. ... 0. 0. 0.]
3700,3621,Ingenol mebutate,CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C,[0. 0. 0. ... 0. 0. 0.]
3701,3622,MKC-1,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)[N+](=O)[O-])C,[0. 0. 0. ... 0. 0. 0.]
3702,3623,Repotrectinib,CC1CNC(=O)C2=C3N=C(C=CN3N=C2)NC(C4=C(O1)C=CC(=C4)F)C,[0. 0. 0. ... 0. 0. 0.]
3703,3624,Belizatinib,CC(C)NC(=O)C1CCC(CC1)N2C3=C(C=CC(=C3)CN4CCC(CC4)C(C)(C)O)N=C2NC(=O)C5=CC=C(C=C5)F,[0. 1. 0. ... 0. 1. 0.]
3704,3625,KRCA-0008,CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC(=NC=C3Cl)NC4=C(C=C(C=C4)N5CCN(CC5)C(=O)C)OC)OC,[0. 0. 0. ... 0. 0. 0.]
3705,3626,Lorlatinib,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,[0. 0. 0. ... 0. 0. 0.]
3706,3627,CEP28122,COC1=C(C=CC2=C1CCC(CC2)N3CCOCC3)NC4=NC=C(C(=N4)NC5C6CC(C5C(=O)N)C=C6)Cl,[0. 0. 0. ... 0. 0. 0.]
3707,3628,AZD0156,CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4CCOCC4)C5=CN=C(C=C5)OCCCN(C)C,[0. 0. 0. ... 0. 1. 0.]
3708,3629,BAY-1895344,CC1COCCN1C2=NC3=C(C=CN=C3C4=CC=NN4)C(=C2)C5=CC=NN5C,[0. 0. 0. ... 0. 0. 0.]
3709,3630,PF-03814735,CC(=O)NCC(=O)N1C2CCC1C3=C2C=CC(=C3)NC4=NC=C(C(=N4)NC5CCC5)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
3710,3631,Barasertib,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O,[0. 0. 0. ... 0. 0. 0.]
3711,3632,Gilteritinib,CCC1=NC(=C(N=C1NC2CCOCC2)NC3=CC(=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC)C(=O)N,[0. 0. 0. ... 0. 0. 0.]
3712,3633,TP-0903,CN1CCN(CC1)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)N(C)C)Cl,[0. 0. 0. ... 0. 0. 0.]
3713,3634,SGI-7079,CC1=CNC2=NC(=NC(=C12)C3=CC(=CC=C3)CC#N)NC4=CC(=C(C=C4)N5CCN(CC5)C)F,[0. 0. 0. ... 0. 0. 0.]
3714,3635,Bemcentinib,C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76,[0. 0. 0. ... 0. 0. 0.]
3715,3636,Flumatinib mesylate,CC1=C(C=C(C=N1)NC(=O)C2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
3716,3637,GNF-7,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CN=C(C=C5)C,[0. 0. 0. ... 0. 0. 0.]
3717,3638,Bafetinib,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CN=C5,[0. 0. 0. ... 0. 0. 0.]
3718,3639,asciminib,C1CN(CC1O)C2=NC=C(C=C2C3=CC=NN3)C(=O)NC4=CC=C(C=C4)OC(F)(F)Cl,[0. 0. 0. ... 0. 0. 0.]
3719,3640,39711-79-0,CCNC(=O)C1CC(CCC1C(C)C)C,[0. 1. 0. ... 0. 0. 0.]
3720,3641,BGB-3111,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,[0. 0. 0. ... 0. 0. 0.]
3721,3642,Evobrutinib,C=CC(=O)N1CCC(CC1)CNC2=NC=NC(=C2C3=CC=C(C=C3)OC4=CC=CC=C4)N,[0. 0. 0. ... 0. 0. 0.]
3722,3643,ONO-4059 analog,C=CC(=O)N1CCCC(C1)N2C3=C(C(=NC=N3)N)N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5,[0. 0. 0. ... 0. 0. 0.]
3723,3644,GDC-0834 Racemate,CC1=C(C=CC=C1NC(=O)C2=CC3=C(S2)CCCC3)C4=CN(C(=O)C(=N4)NC5=CC=C(C=C5)C6C(=O)N(CCN6C)C)C,[0. 0. 0. ... 0. 0. 0.]
3724,3645,lfm-a13,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O,[0. 0. 0. ... 0. 0. 0.]
3725,3646,Umbralisib,CC(C)OC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)C4=C(C(=O)C5=C(O4)C=CC(=C5)F)C6=CC(=CC=C6)F)F,[0. 1. 0. ... 0. 0. 0.]
3726,3647,950912-80-8,C1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F.Cl.Cl,[0. 0. 1. ... 0. 0. 0.]
3727,3648,PF-5006739,C1CN(CCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F)CC5=NOC=C5,[0. 0. 0. ... 0. 0. 0.]
3728,3649,calmidazolium chloride,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)N3C=C[N+](=C3)CC(C4=C(C=C(C=C4)Cl)Cl)OCC5=C(C=C(C=C5)Cl)Cl)Cl.[Cl-],[0. 1. 0. ... 0. 0. 0.]
3729,3650,SB1317,CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1,[0. 0. 0. ... 0. 0. 0.]
3730,3651,7-Hydroxystaurosporine,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC,[0. 0. 0. ... 0. 0. 0.]
3731,3652,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,[0. 0. 0. ... 0. 1. 0.]
3732,3653,Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,[0. 1. 0. ... 0. 0. 0.]
3733,3654,SR-3029,C1COCCN1C2=NC3=C(C(=N2)NCC4=NC5=C(N4)C=CC(=C5F)F)N=CN3C6=CC(=CC=C6)F,[0. 0. 0. ... 0. 0. 0.]
3734,3655,LY2857785,CC(C)C1=C2C=C(C=CC2=NN1C)C3=NC(=NC=C3)NC4CCC(CC4)NC5CCOCC5,[0. 1. 0. ... 0. 0. 0.]
3735,3656,Atuveciclib,COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C,[0. 0. 0. ... 0. 0. 0.]
3736,3657,Simurosertib,CC1=C(C=NN1)C2=CC3=C(S2)C(=O)NC(=N3)C4CC5CCN4CC5,[0. 0. 0. ... 0. 0. 0.]
3737,3658,1169562-71-3,C1CC(NC1)C2=NC3=C(C(=O)N2)OC4=C3C=C(C=C4)Cl.Cl,[0. 0. 0. ... 0. 0. 0.]
3738,3659,1627696-51-8,CC1(C2=C(C=C(C=C2)C3=CNN=C3)C(=O)N1)C4=NC=NC=C4F,[0. 0. 0. ... 0. 0. 0.]
3739,3660,MSC2530818,CC1=C2C=C(C=NC2=NN1)C(=O)N3CCCC3C4=CC=C(C=C4)Cl,[0. 0. 0. ... 0. 0. 0.]
3740,3661,CCT251545,CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC(=C3N4CCC5(CCNC5=O)CC4)Cl,[0. 0. 0. ... 0. 0. 0.]
3741,3662,1607837-31-9,CN1C2=C(C=C(C=C2)C3=CN=C(C(=C3N4CCC5(CCNC5=O)CC4)Cl)N)C=N1,[0. 0. 0. ... 0. 0. 0.]
3742,3663,THZ531,CN(C)CC=CC(=O)NC1=CC=C(C=C1)C(=O)N2CCCC(C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl,[0. 0. 0. ... 0. 0. 0.]
3743,3664,RGB-286638,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6.Cl.Cl,[0. 0. 0. ... 0. 0. 0.]
3744,3665,CCT241533,CC(C)(C1CNCC1NC2=NC(=NC3=CC(=C(C=C32)OC)OC)C4=C(C=CC(=C4)F)O)O,[0. 0. 0. ... 0. 0. 0.]
3745,3666,CCT-244747,CC(CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C(C(=C2)OC)C3=CN(N=C3)C,[0. 1. 0. ... 0. 0. 0.]
3746,3667,SAR-020106,CC(CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C3C(=C2)C=CC=C3Cl,[0. 1. 0. ... 0. 0. 0.]
3747,3668,Prexasertib,COC1=C(C(=CC=C1)OCCCN)C2=CC(=NN2)NC3=NC=C(N=C3)C#N,[0. 0. 0. ... 0. 0. 0.]
3748,3669,Epiblastin A,C1=CC(=CC(=C1)Cl)C2=NC3=C(N=C2N)N=C(N=C3N)N,[0. 0. 0. ... 0. 0. 0.]
3749,3670,PLX647,C1=CC2=C(NC=C2CC3=CN=C(C=C3)NCC4=CC=C(C=C4)C(F)(F)F)N=C1,[0. 0. 0. ... 0. 0. 0.]
3750,3671,Pexidartinib,C1=CC(=NC=C1CC2=CNC3=NC=C(C=C23)Cl)NCC4=CN=C(C=C4)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
3751,3672,cc-115,CCN1C(=O)CNC2=NC=C(N=C21)C3=C(N=C(C=C3)C4=NC=NN4)C,[1. 0. 0. ... 0. 0. 0.]
3752,3673,VX-984,CC1=NC=C(C=N1)C2=CC(=NC=N2)NCC(C)C3=CC=CC4=C(C=CN=C43)C(=O)NC,[0. 1. 0. ... 0. 0. 0.]
3753,3674,GNE-3511,C1CN(CCC1C2=CC(=NC(=C2)NC3=NC=CC(=C3)C#N)N4CCC(C4)(F)F)C5COC5,[0. 0. 0. ... 0. 0. 0.]
3754,3675,CFI-402257,CC1=C(C=CC(=C1)C2=C3N=C(C=C(N3N=C2)NCC4CC(C4)(C)O)OC5=CN=CC=C5)C(=O)NC6CC6,[0. 0. 0. ... 0. 0. 0.]
3755,3676,1554458-53-5,CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)OC4=C(C(=C(C=C4)OC)F)F)C(=O)NC5CC5,[0. 0. 0. ... 0. 0. 0.]
3756,3677,Avitinib,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F,[0. 0. 0. ... 0. 0. 0.]
3757,3678,Icotinib Hydrochloride,C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4.Cl,[0. 0. 0. ... 0. 0. 0.]
3758,3679,CNX-2006,COC1=C(C=CC(=C1)NC2CN(C2)CCF)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
3759,3680,PKI-166,CC(C1=CC=CC=C1)NC2=NC=NC3=C2C=C(N3)C4=CC=C(C=C4)O,[0. 1. 0. ... 0. 0. 0.]
3760,3681,Naquotinib mesylate,CCC1=NC(=C(N=C1OC2CCN(C2)C(=O)C=C)NC3=CC=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)C(=O)N.CS(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
3761,3682,Mavelertinib,CN1C=C(C(=N1)OC)NC2=NC(=NC3=C2N=CN3C)N4CC(C(C4)F)NC(=O)C=C,[0. 0. 0. ... 0. 0. 0.]
3762,3683,EAI045,C1C2=CC=CC=C2C(=O)N1C(C3=C(C=CC(=C3)F)O)C(=O)NC4=NC=CS4,[0. 1. 0. ... 0. 0. 0.]
3763,3684,Irbinitinib,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,[0. 0. 0. ... 0. 0. 0.]
3764,3685,1265229-25-1,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N,[0. 0. 0. ... 0. 0. 0.]
3765,3686,Erdafitinib,CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,[0. 1. 0. ... 0. 0. 0.]
3766,3687,su5402,CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O,[0. 0. 0. ... 0. 0. 0.]
3767,3688,BLU9931,CC1=C(C(=CC=C1)NC(=O)C=C)NC2=NC=C3C=C(C=CC3=N2)C4=C(C(=CC(=C4Cl)OC)OC)Cl,[0. 0. 0. ... 0. 0. 0.]
3768,3689,Derazantinib,COCCNCCC1=CC(=CC=C1)NC2=NC=C3CC(C4=CC=CC=C4C3=N2)C5=CC=CC=C5F,[0. 0. 0. ... 0. 0. 0.]
3769,3690,LY2874455,CC(C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3C=CC4=CN(N=C4)CCO,[0. 1. 0. ... 0. 0. 0.]
3770,3691,ACTB-1003,COCC1=C(N2C(=C1C3=CC(=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F)F)C(=NC=N2)N)CN5CCOCC5,[0. 0. 0. ... 0. 0. 0.]
3771,3692,BLU-554,COC1=CC(=C(C(=C1Cl)C2=CC3=CN=C(N=C3C=C2)NC4COCCC4NC(=O)C=C)Cl)OC,[0. 0. 0. ... 0. 0. 0.]
3772,3693,AST 487,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
3773,3694,FLT3-IN-1,CC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)SC3=NC=NC4=C3C=CC(=C4)OCCCN5CCOCC5,[0. 0. 0. ... 0. 0. 0.]
3774,3695,UNC2025,CCCCNC1=NC=C2C(=CN(C2=N1)C3CCC(CC3)O)C4=CC=C(C=C4)CN5CCN(CC5)C,[0. 0. 0. ... 0. 0. 0.]
3775,3696,GSK2256098,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,[0. 1. 0. ... 0. 1. 0.]
3776,3697,Defactinib,CNC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
3777,3698,BRK inhibitor P21d (hydrochloride),C1CC1C2=CN3C(=CN=C3C(=N2)NC4=C(C=C(C=C4)C(=O)N5CCOCC5)F)C6=CNN=C6.Cl,[0. 0. 0. ... 0. 0. 0.]
3778,3699,LY2090314,C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,[0. 0. 1. ... 0. 0. 1.]
3779,3700,BIO-Acetoxime,CC(=O)ON=C1C2=CC=CC=C2N=C1C3=C(NC4=C3C=CC(=C4)Br)O,[0. 0. 0. ... 0. 0. 0.]
3780,3701,SU11274,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)C=C3C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,[0. 0. 0. ... 0. 0. 0.]
3781,3702,Tivantinib,C1CC2=CC=CC3=C2N(C1)C=C3C4C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,[0. 0. 0. ... 0. 0. 0.]
3782,3703,Altiratinib,C1CC1C(=O)NC2=NC=CC(=C2)OC3=C(C=C(C(=C3)F)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F)F,[0. 0. 0. ... 0. 0. 0.]
3783,3704,NPS-1034,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C5C(=CNC5=NC=C4)C6=CC=CC=C6)F,[0. 0. 0. ... 0. 0. 0.]
3784,3705,GNE-495,C1CC1C(=O)N2CC(C2)NC(=O)C3=CN=C(C4=C3C=CC(=N4)C5=CC(=CC=C5)F)N,[0. 0. 0. ... 0. 0. 0.]
3785,3706,MKC3946,CN1CCN(CC1)C(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,[0. 0. 0. ... 0. 0. 0.]
3786,3707,B I09,C1COC(OC1)C2=C(C=CC3=C2OC(=O)C4=C3CCNC4)O,[0. 0. 0. ... 0. 0. 0.]
3787,3708,ILK-IN-2,CNC(=O)CCC1=CC(=NN1C2=CC=C(C=C2)N3CCNCC3)C4=CC=C(C=C4)C5=CC=C(C=C5)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
3788,3709,Brigatinib,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,[0. 0. 0. ... 0. 0. 0.]
3789,3710,XL-228,CC(C)C1=NOC(=C1)CNC2=NC(=CC(=N2)NC3=NNC(=C3)C4CC4)N5CCN(CC5)C,[0. 1. 0. ... 0. 0. 0.]
3790,3711,AZD3264,CC1=C(C(=NO1)C)C2=CC(=C(C=C2)C3=CC(=C(S3)NC(=O)N)C(=O)N)OC4CCNC4,[0. 0. 0. ... 0. 0. 0.]
3791,3712,Cerdulatinib,CCS(=O)(=O)N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4CC4)C(=O)N,[0. 0. 0. ... 0. 0. 0.]
3792,3713,Solcitinib,CC1(CN(C1)C(=O)C2=CC=C(C=C2)C3=CC=CC4=NC(=NN43)NC(=O)C5CC5)C,[0. 0. 0. ... 0. 0. 0.]
3793,3714,Itacitinib,C1CN(CCC1N2CC(C2)(CC#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4)C(=O)C6=C(C(=NC=C6)C(F)(F)F)F,[0. 0. 0. ... 0. 0. 0.]
3794,3715,CHZ868,CC1=C(C=CC2=C1N=C(N2C)NC3=C(C=C(C=C3)F)F)OC4=CC(=NC=C4)NC(=O)C,[0. 0. 0. ... 0. 0. 0.]
3795,3716,roniciclib,CC(C(C)OC1=NC(=NC=C1C(F)(F)F)NC2=CC=C(C=C2)S(=N)(=O)C3CC3)O,[0. 1. 0. ... 0. 0. 0.]
3796,3717,JAK3i,CCOC(=O)C1=CNC2=NC=NC(=C12)C3=C(C=CC(=C3)NC(=O)C=C)F,[0. 0. 0. ... 0. 0. 0.]
3797,3718,944118-01-8,C1C2CC3CC(C2)(CC1C3NC4=C5C=CNC5=NC=C4C(=O)N)O,[0. 0. 0. ... 0. 0. 0.]
3798,3719,PF-06651600,CC1CCC(CN1C(=O)C=C)NC2=NC=NC3=C2C=CN3,[0. 0. 0. ... 0. 0. 0.]
